Episode_reward,actor_loss,critic_loss,episode
-128.90520572493745,-0.11816113442182541,0.218042254447937,0
-173.51670990790785,-0.06733673810958862,0.0800720751285553,1
-187.8171977312419,-0.002720972988754511,0.002852647565305233,2
-173.67273616272772,-0.036070723086595535,0.04723271355032921,3
-156.9649702397321,-0.09143099188804626,0.11979616433382034,4
-169.8156995095101,-0.03845040500164032,0.03830729424953461,5
-183.36885903413648,-0.004992833361029625,0.004520351532846689,6
-177.1069876314097,-0.0031833588145673275,0.008521170355379581,7
-175.49269381318348,0.0024499772116541862,0.004748632665723562,8
-165.72158234375667,0.018952136859297752,0.03374912217259407,9
-160.16273015033792,-0.0030132168903946877,0.02405666373670101,10
-168.84337562314553,-0.01132543571293354,0.009634644724428654,11
-165.95408313158416,-0.012529523111879826,0.009909496642649174,12
-162.8677057475428,-0.015982067212462425,0.004808629862964153,13
-163.5753816694468,-0.06084240600466728,0.004999194294214249,14
-156.0625641940695,-0.03364159166812897,0.006716023664921522,15
-121.32997046665385,-0.10144391655921936,0.30767059326171875,16
-101.54557290068891,-0.05899958312511444,0.13214406371116638,17
-121.41828099390946,-0.011773789301514626,0.15117333829402924,18
-156.06130000605796,0.03307399898767471,0.02828930877149105,19
-155.56864909637278,0.03242425620555878,0.020547766238451004,20
-145.36199061768616,0.02054990455508232,0.04608447104692459,21
-151.7792733380804,0.03428905829787254,0.03264655917882919,22
-139.84881185297428,-0.0009240770596079528,0.04941253736615181,23
-150.03480041550247,-0.07503605633974075,0.021758461371064186,24
-140.70167880684505,0.007148387376219034,0.052074089646339417,25
-159.85961878595552,-0.030138272792100906,0.0173195693641901,26
-158.76315171915036,-0.053707435727119446,0.005946178920567036,27
-154.52882069043915,-0.031325992196798325,0.02829182706773281,28
-158.9817618372644,-0.027006058022379875,0.006326370406895876,29
-160.32050107010363,-0.05012276768684387,0.003761639818549156,30
-149.30135812385507,-0.040228523313999176,0.009980856440961361,31
